ID,Text Description,Video,Image,Infographic,Reviews,Risks
1011653178,1,0,1,0,0,1
1011657117,1,1,1,1,1,1
1011660676,1,0,1,1,0,0
1011664710,1,1,0,0,0,0
1011666608,1,1,1,0,1,0
1011667256,1,1,1,1,0,1
101166915,1,1,1,0,1,0
1011680616,1,1,1,0,0,1
1011683270,1,1,0,0,1,0
1011684296,1,0,0,1,1,0
1011687764,1,0,0,1,1,1
1011691456,1,1,1,1,0,1
101169168,1,1,0,1,0,1
1011703457,1,1,0,1,1,0
1011705525,1,1,0,0,0,1
1011709031,1,1,0,0,1,1
1011709437,1,1,1,0,0,0
1011715374,1,1,0,0,0,0
1011716069,1,0,1,0,1,0
1011716354,1,0,0,1,0,0
1011718163,1,0,0,1,1,0
1011723203,1,0,0,1,1,1
1011724893,1,1,1,1,1,0
1011729845,1,0,0,0,1,0
1011730509,1,1,0,1,0,0
101173232,1,1,0,1,0,1
1011741938,1,1,0,0,1,0
1011754438,1,1,1,0,1,0
1011756178,1,1,0,1,0,1
1011761722,1,0,0,0,1,1
1011765723,1,0,0,1,1,0
1011767615,1,1,0,0,1,1
1011774563,1,1,0,1,0,1
1011775473,1,1,1,0,0,0
1011784198,1,1,0,0,1,0
1011785439,1,0,0,1,1,0
1011785857,1,0,0,0,1,0
1011793387,1,0,0,1,1,0
1011798944,1,1,0,0,0,1
1011806123,1,0,1,1,0,1
1011810104,1,0,1,1,0,0
101181018,1,0,0,1,0,1
1011815456,1,1,1,1,1,1
1011821460,1,1,0,0,0,0
1011825009,1,1,0,1,0,0
1011827283,1,1,0,1,1,0
1011830662,1,1,0,1,1,1
1011833151,1,1,1,1,0,1
1011837866,1,0,0,1,1,0
1011839035,1,1,0,0,1,1
1011847451,1,0,0,0,0,1
1011848979,1,0,1,1,0,1
1011850817,1,0,0,1,1,0
1011852325,1,1,0,0,0,0
1011855553,1,0,0,1,0,1
1011860628,1,0,0,0,0,0
1011861248,1,0,1,0,0,0
1011863247,1,1,1,1,0,0
1011865092,1,0,0,0,0,1
1011873918,1,0,1,1,0,1
1011885110,1,1,1,0,1,1
1011886894,1,1,0,0,1,1
1011888845,1,1,1,0,0,0
1011895837,1,1,1,0,0,0
1011898828,1,0,0,1,0,0
1011899709,1,1,0,1,0,0
101190811,1,0,0,1,1,1
1011919830,1,1,0,0,0,1
101193204,1,0,1,0,1,1
1011939423,1,0,1,0,1,1
101194805,1,0,1,1,0,1
1011952280,1,1,0,1,0,1
1011953732,1,0,0,0,0,0
1011962023,1,0,1,1,1,1
1011963518,1,1,0,0,1,1
1011965269,1,0,1,0,0,1
1011967346,1,1,1,1,1,0
1011971056,1,0,1,0,0,0
1011996944,1,0,0,0,1,1
1011996990,1,1,1,0,0,0
1011998668,1,1,1,1,0,1
101200382,1,0,1,0,1,1
1012003939,1,1,0,1,1,1
1012008898,1,1,1,0,1,1
1012009393,1,1,1,0,1,1
10120159,1,1,1,1,1,1
1012016276,1,0,0,0,1,0
1012018731,1,1,0,0,1,0
1012028906,1,0,0,1,0,0
1012038570,1,1,0,0,1,1
1012042421,1,0,0,1,1,0
1012051485,1,1,0,0,1,1
1012052985,1,0,1,1,1,1
1012058337,1,1,1,0,1,0
1012060419,1,0,1,1,1,1
1012070871,1,0,0,0,1,1
1012071398,1,0,1,0,1,1
1012072717,1,0,0,0,1,1
1012076836,1,0,1,0,0,0
1012078896,1,1,0,1,0,0
1012080573,1,0,1,1,0,0
1012098299,1,0,1,0,0,0
1012101826,1,1,0,0,0,1
101210533,1,1,1,1,1,1
1012106584,1,1,1,0,1,0
1012115906,1,1,1,0,1,1
1012124191,1,0,0,0,1,1
1012134869,1,1,0,0,1,1
1012142765,1,0,1,1,0,0
1012164396,1,0,0,1,0,1
1012165066,1,1,1,0,0,0
1012175050,1,0,0,0,0,0
1012175484,1,1,1,0,0,1
1012176914,1,0,1,1,1,1
1012184607,1,0,1,0,1,0
1012186184,1,1,1,1,1,0
1012187325,1,1,1,0,1,0
1012187395,1,1,0,1,1,1
1012188660,1,1,1,1,0,0
1012205909,1,1,0,1,1,0
101221545,1,0,0,1,0,0
1012220416,1,1,1,1,0,1
1012221927,1,1,0,0,1,0
1012238393,1,0,1,1,1,1
1012243555,1,1,1,1,0,1
1012245341,1,1,1,1,1,0
1012247232,1,1,1,1,1,1
1012252305,1,1,0,0,0,0
1012258065,1,0,0,1,1,1
1012261986,1,1,0,1,0,1
1012262613,1,1,1,1,1,0
1012263055,1,1,0,0,0,0
1012264581,1,1,1,0,0,0
1012266426,1,0,0,1,0,0
1012291585,1,1,0,0,1,1
1012293371,1,0,1,0,0,0
1012301495,1,0,1,1,0,0
101231027,1,1,0,1,0,1
1012312633,1,1,0,0,1,1
1012313398,1,0,1,0,1,0
1012319723,1,1,1,1,1,0
1012321262,1,1,1,1,1,0
1012325806,1,0,0,1,0,1
1012328127,1,1,0,1,1,0
1012331272,1,1,1,0,0,1
1012334626,1,0,0,1,0,1
1012337490,1,1,1,1,0,0
1012337816,1,1,1,1,1,1
101234917,1,1,1,1,0,0
1012352519,1,1,1,1,0,0
1012361752,1,1,1,0,0,0
1012364457,1,0,0,0,1,0
1012365705,1,1,0,0,1,1
1012367179,1,1,1,0,1,1
101237496,1,0,1,0,0,1
1012376330,1,1,1,1,0,1
1012377186,1,1,0,0,0,1
1012379130,1,0,0,0,0,0
1012392028,1,0,0,1,1,0
1012399283,1,0,0,1,1,0
1012404766,1,1,1,0,0,0
1012413710,1,1,0,0,1,0
1012414277,1,1,1,1,0,1
1012420754,1,0,0,1,1,0
1012420844,1,1,1,0,0,0
1012421028,1,0,1,0,0,1
1012422256,1,1,1,1,1,0
1012438241,1,1,1,0,1,1
1012438389,1,1,1,0,1,1
1012443954,1,1,0,1,1,1
1012446920,1,0,0,1,1,0
1012448004,1,1,1,0,1,1
1012449194,1,0,0,0,0,0
1012467487,1,1,0,1,1,1
1012476244,1,0,0,1,1,0
1012476651,1,1,0,1,1,1
1012480973,1,1,1,1,1,0
1012487499,1,0,0,0,1,1
1012488323,1,0,0,1,0,0
1012495155,1,0,1,0,1,0
1012497254,1,0,1,0,1,0
1012501347,1,0,0,1,0,1
1012512108,1,0,0,1,0,1
1012513938,1,0,0,0,1,0
1012533135,1,0,1,0,1,1
1012534180,1,0,0,0,1,0
1012551391,1,1,0,0,0,0
1012552416,1,1,0,1,1,1
101257201,1,0,0,1,0,1
1012572524,1,0,0,0,1,0
1012575814,1,1,0,0,1,1
1012581492,1,0,0,0,1,1
1012585115,1,1,0,0,0,1
1012591547,1,1,0,1,0,1
1012597536,1,1,0,1,1,0
1012603014,1,1,0,1,1,0
1012612441,1,0,0,1,0,1
1012613651,1,1,0,0,0,1
101261959,1,0,0,1,1,0
1012646452,1,1,1,0,1,0
1012654604,1,1,1,0,0,1
1012660567,1,1,0,1,0,0
1012662172,1,0,0,0,0,1
1012665249,1,0,0,1,1,0
1012666914,1,1,0,1,1,1
1012669326,1,0,0,0,0,0
1012671431,1,0,0,0,0,1
1012672579,1,0,0,0,0,0
1012673335,1,1,1,1,1,1
101267519,1,0,1,1,1,1
1012677561,1,0,1,1,0,1
1012677690,1,0,1,1,0,1
1012679116,1,0,0,0,0,0
1012680091,1,0,1,0,0,1
1012684121,1,1,0,1,1,0
101268943,1,0,0,1,0,1
1012696379,1,1,1,0,1,1
1012703048,1,1,0,0,1,1
1012704793,1,0,0,1,1,0
1012707684,1,1,1,1,1,0
101272268,1,0,0,1,1,0
1012722799,1,1,0,1,1,0
1012729087,1,0,0,0,1,1
1012743333,1,0,0,0,0,0
1012744036,1,0,1,0,0,0
1012747058,1,1,0,1,1,1
1012756075,1,0,1,1,1,1
1012757489,1,0,0,1,0,1
1012759347,1,0,1,0,1,0
1012760089,1,1,0,1,0,0
1012768162,1,0,1,0,0,1
101276956,1,1,1,0,1,0
1012770851,1,0,1,1,1,1
1012775577,1,1,0,0,0,0
1012782986,1,0,1,0,1,1
1012787929,1,1,0,0,1,0
1012789444,1,1,1,1,1,0
1012790328,1,1,1,0,0,0
1012791990,1,0,1,1,0,1
1012792588,1,1,1,1,0,1
101279635,1,0,0,1,1,1
10127972,1,1,1,1,1,1
1012799167,1,1,0,1,0,1
1012799858,1,1,1,1,1,0
101280026,1,1,1,0,0,0
1012807897,1,0,0,0,0,1
101280871,1,0,0,0,1,1
1012816525,1,1,0,1,1,0
1012817910,1,1,0,1,1,0
101282052,1,1,0,0,0,1
1012822702,1,0,0,0,1,1
1012826158,1,1,1,0,0,0
1012837062,1,1,1,1,1,1
1012837575,1,1,1,1,1,0
1012837921,1,0,1,1,1,1
1012838732,1,0,0,1,0,0
1012844176,1,0,0,1,0,1
1012848844,1,0,1,1,1,1
1012856657,1,0,0,1,0,0
1012857119,1,0,0,0,0,0
1012862183,1,1,0,0,1,1
101286868,1,0,1,1,0,0
1012875352,1,0,0,1,0,0
1012886401,1,1,0,1,1,0
1012886740,1,0,1,0,1,1
1012889939,1,1,1,1,0,0
1012895232,1,1,0,1,0,0
1012895442,1,0,0,0,1,1
1012901908,1,1,0,0,0,1
101290303,1,1,1,1,1,1
1012908100,1,0,1,1,1,0
1012924504,1,1,1,0,1,0
1012926510,1,0,0,1,0,0
1012934131,1,0,1,1,1,1
1012937016,1,0,0,0,0,0
1012948256,1,0,1,1,1,1
1012951816,1,1,0,0,0,1
101295302,1,1,1,1,1,0
1012964359,1,1,1,1,1,0
1012967459,1,0,1,0,0,0
1012978696,1,1,1,1,1,0
1012979017,1,1,1,0,1,0
1012979343,1,1,1,0,1,1
1012995685,1,0,1,0,1,1
1012997610,1,0,1,1,0,1
1012999216,1,0,1,1,1,1
1012999778,1,0,0,0,1,0
1013006034,1,0,1,0,1,1
1013007973,1,1,0,1,1,1
1013015364,1,1,1,1,1,1
1013018482,1,1,0,1,1,0
101301890,1,1,0,1,0,0
1013019633,1,0,1,0,1,1
101301964,1,1,0,0,0,1
1013020050,1,0,0,1,0,1
1013021535,1,0,0,1,1,0
1013022907,1,0,0,1,1,0
1013024401,1,1,1,0,1,1
1013031233,1,1,1,1,0,1
101303414,1,0,1,0,0,0
1013038004,1,1,0,1,0,1
1013040611,1,1,1,0,1,1
1013042028,1,0,0,1,0,1
1013046013,1,1,0,1,0,1
1013055913,1,1,0,1,1,1
1013077529,1,0,0,1,0,1
1013078852,1,0,0,0,0,1
1013082969,1,1,1,0,0,1
1013083729,1,1,0,0,0,0
1013086297,1,1,0,1,1,0
1013090893,1,1,1,0,1,0
1013106890,1,1,0,1,0,0
1013109821,1,0,1,0,1,0
1013110276,1,0,1,1,0,0
1013111154,1,1,0,0,0,1
1013115913,1,0,0,0,0,1
1013118405,1,0,0,0,1,1
10131266,1,1,0,0,1,1
1013133208,1,0,1,0,0,1
1013137829,1,0,1,1,0,0
1013147824,1,0,0,0,0,1
1013157280,1,0,1,0,1,0
1013161175,1,1,0,0,1,1
1013165730,1,0,0,0,0,1
1013175256,1,1,0,1,0,0
1013176158,1,0,0,1,0,1
1013179595,1,1,0,0,0,0
1013186170,1,0,1,1,1,1
1013187774,1,0,1,1,0,0
1013189957,1,0,0,0,1,1
1013190848,1,0,1,1,0,1
1013208395,1,1,1,0,0,1
1013211935,1,1,1,0,0,1
1013227314,1,1,0,1,1,1
1013228070,1,1,0,0,0,1
1013236914,1,0,0,0,1,1
101324219,1,0,1,1,0,0
1013243732,1,0,0,1,1,0
1013245029,1,1,0,1,1,1
1013247303,1,0,1,1,1,1
1013247763,1,1,0,0,1,1
1013253084,1,0,0,1,1,1
1013256750,1,1,0,0,1,0
1013264780,1,1,1,1,0,1
1013265353,1,0,1,0,0,1
101327397,1,1,1,1,1,1
1013286507,1,1,0,0,1,0
1013291461,1,0,0,0,0,1
1013293788,1,0,0,0,0,0
1013301995,1,0,1,0,1,0
1013303827,1,0,0,0,1,0
1013308308,1,0,1,1,0,0
1013308411,1,1,0,1,1,0
1013310008,1,0,0,1,1,0
1013311145,1,1,1,1,1,1
1013319840,1,0,1,0,0,0
1013324797,1,1,0,0,0,1
1013326103,1,0,0,1,1,1
1013328423,1,0,1,0,0,0
1013331139,1,1,0,1,0,1
1013351102,1,1,0,0,0,0
101336613,1,1,0,1,1,1
1013367956,1,0,1,1,1,1
1013369499,1,1,0,1,1,1
1013373332,1,1,1,1,0,1
1013374901,1,1,1,0,0,1
1013376278,1,0,1,1,0,0
1013378450,1,0,0,0,0,0
1013378925,1,1,0,1,1,0
1013384671,1,0,1,0,1,0
1013385092,1,1,1,0,0,0
1013385248,1,1,1,0,0,0
1013385948,1,0,1,1,0,0
1013389538,1,1,0,0,1,1
1013390389,1,0,0,0,1,1
1013391683,1,1,1,0,1,1
1013395779,1,0,0,1,0,0
1013401579,1,1,1,1,1,1
1013403770,1,1,1,0,1,0
1013408690,1,0,0,0,1,0
1013411047,1,1,1,1,1,0
1013414412,1,1,0,0,1,0
1013415248,1,0,1,0,1,1
1013415482,1,0,1,0,0,0
1013418953,1,0,1,1,0,1
1013420161,1,0,0,0,0,0
1013426137,1,0,1,1,0,1
1013429244,1,0,0,0,0,1
1013442531,1,1,0,1,1,0
1013447191,1,1,0,1,0,0
1013448393,1,1,1,1,1,1
101345177,1,0,1,1,0,1
1013454832,1,0,0,0,1,0
1013460627,1,0,0,0,1,1
1013464840,1,1,0,1,1,0
1013465063,1,1,1,1,1,1
1013466522,1,0,1,0,1,1
1013477509,1,0,1,0,0,0
1013481997,1,1,0,1,1,0
1013487714,1,0,1,0,1,1
1013491047,1,0,0,0,1,1
1013495191,1,0,0,1,0,0
1013495358,1,0,1,0,0,0
1013498866,1,1,0,1,0,0
1013499846,1,1,1,1,0,1
101350028,1,0,1,0,0,0
1013503401,1,1,0,0,1,0
1013505713,1,1,1,0,1,0
1013507159,1,1,0,0,1,0
1013526951,1,1,1,0,0,1
1013535993,1,0,1,1,1,0
101353700,1,0,1,1,1,0
101353888,1,1,1,0,1,0
1013539499,1,0,0,0,0,0
1013547328,1,1,1,1,1,1
1013547987,1,1,0,1,0,0
1013549181,1,1,0,1,0,1
1013550096,1,1,1,1,1,1
1013550788,1,0,1,1,1,1
1013553084,1,1,1,1,1,1
1013556447,1,0,0,0,0,0
1013557476,1,0,1,1,0,0
1013579625,1,1,0,0,1,0
1013589243,1,1,1,1,0,0
1013590699,1,1,0,0,0,0
1013606032,1,0,1,1,1,0
1013612018,1,0,1,0,0,1
1013616350,1,1,1,1,1,0
1013617287,1,1,0,0,1,0
1013619184,1,1,0,0,0,0
1013630127,1,0,0,1,0,0
1013632147,1,1,1,0,1,1
101363482,1,1,0,1,1,0
1013636471,1,0,1,1,0,1
1013644321,1,0,0,1,0,0
1013661120,1,0,1,0,0,0
101367606,1,1,0,1,1,0
1013679672,1,0,1,0,0,0
1013680688,1,1,0,0,0,0
101368510,1,1,0,0,0,1
1013687062,1,0,0,0,1,0
1013687630,1,0,0,0,1,1
1013688970,1,1,1,0,1,0
101369165,1,1,1,1,0,0
1013693136,1,0,0,0,1,0
10137007,1,0,0,1,0,1
1013702796,1,0,0,0,1,1
1013704008,1,0,0,1,0,0
1013709829,1,1,1,1,0,1
1013715797,1,0,0,1,0,1
1013728452,1,0,1,1,1,1
1013741727,1,0,0,0,1,1
1013752325,1,1,0,1,0,0
1013753996,1,0,1,1,1,0
1013754926,1,0,1,0,0,0
1013770585,1,1,0,1,0,1
1013775582,1,0,1,1,1,1
1013780162,1,1,0,0,1,1
1013783768,1,0,1,1,1,1
1013804450,1,1,1,1,0,0
1013807369,1,0,0,0,0,1
1013809635,1,0,1,0,1,1
1013812374,1,1,0,0,0,0
1013820110,1,1,0,1,1,1
1013854404,1,0,0,0,1,1
1013856925,1,1,1,0,0,1
1013870132,1,0,0,0,0,1
1013877535,1,0,0,0,1,1
101387763,1,1,1,0,1,0
1013885573,1,0,1,1,0,0
1013893645,1,1,0,0,0,1
1013919184,1,0,0,0,1,0
1013921884,1,1,0,0,0,1
1013923047,1,0,1,0,0,0
1013923506,1,0,0,1,1,0
1013929917,1,1,1,1,1,0
1013934649,1,0,1,1,1,0
1013935300,1,1,0,0,0,1
1013937522,1,0,0,0,0,1
101395214,1,0,0,0,0,1
1013953058,1,1,1,1,1,0
101395376,1,1,1,0,0,0
1013957162,1,0,1,0,1,0
1013961121,1,0,0,1,1,1
1013966241,1,1,0,0,0,1
1013970276,1,1,0,1,1,0
1013977072,1,0,1,0,0,0
1013987861,1,0,0,0,0,1
1013999702,1,0,0,0,0,1
1014012097,1,1,1,1,1,0
1014022514,1,1,0,1,1,1
1014036836,1,1,0,1,1,0
1014042836,1,0,1,0,1,1
1014050357,1,0,1,1,1,0
1014062456,1,1,0,0,1,1
101407199,1,0,1,1,0,1
1014077376,1,0,1,0,1,0
1014087235,1,1,1,1,0,1
1014094330,1,0,1,1,1,1
1014095503,1,0,1,1,1,0
1014100655,1,1,1,1,0,1
1014101413,1,1,1,1,1,0
1014108305,1,1,0,0,1,1
1014110420,1,1,1,1,1,1
1014116653,1,0,0,0,1,1
1014123161,1,1,1,0,1,1
1014124530,1,0,0,1,0,0
1014125729,1,1,0,1,0,1
1014129451,1,0,0,0,1,0
1014133501,1,1,0,1,0,0
1014139773,1,1,0,0,0,0
1014164299,1,0,0,1,1,0
1014171516,1,1,0,1,1,1
1014172784,1,1,1,0,1,1
1014178502,1,1,1,0,0,1
1014185765,1,0,1,1,1,0
1014187301,1,0,1,0,0,0
1014194961,1,1,0,0,1,0
101419502,1,1,0,1,0,1
1014195859,1,0,1,1,0,1
1014205679,1,0,1,0,1,0
1014224916,1,1,1,1,1,1
1014227114,1,1,1,1,1,1
1014231912,1,0,0,1,1,1
1014234027,1,1,1,0,0,1
1014234055,1,0,0,0,0,0
1014239653,1,0,1,1,1,0
1014243202,1,0,1,0,0,0
1014243887,1,0,1,0,0,0
1014247407,1,1,1,1,1,0
1014247553,1,1,0,1,0,0
1014261525,1,0,0,0,0,1
1014263473,1,1,1,0,0,1
1014270761,1,1,0,1,0,0
1014271818,1,1,0,0,0,0
1014272616,1,0,1,1,1,0
1014283380,1,0,1,0,1,1
1014293092,1,1,1,0,0,1
1014294013,1,1,0,1,1,1
1014300441,1,0,1,0,1,0
1014310639,1,0,1,1,0,0
1014315497,1,1,0,1,0,0
101431778,1,0,0,1,0,0
1014328412,1,1,1,0,0,0
1014332091,1,1,0,1,0,0
1014333611,1,1,0,0,1,0
1014345968,1,0,1,1,0,0
1014346802,1,1,1,0,1,0
1014356333,1,0,0,1,1,1
1014358539,1,0,0,0,1,0
1014359222,1,1,0,1,1,1
1014370148,1,1,0,0,0,0
1014374717,1,0,1,0,0,1
101437480,1,1,0,0,1,1
1014375612,1,1,0,1,1,1
1014375793,1,1,1,1,0,1
1014376016,1,1,1,1,1,1
1014376113,1,0,1,0,1,0
1014382498,1,0,0,1,0,1
1014386816,1,1,1,1,1,1
1014386872,1,1,1,0,1,0
1014389764,1,1,0,1,1,0
1014390208,1,0,0,0,1,1
1014397131,1,1,0,0,1,1
1014411511,1,1,0,1,0,1
1014422659,1,1,1,1,1,1
1014428469,1,1,1,1,1,1
1014457718,1,1,1,1,1,1
1014458284,1,0,0,0,0,1
101446102,1,1,0,0,1,0
1014481653,1,1,0,1,0,0
1014481975,1,1,1,0,1,1
1014484600,1,0,1,0,0,1
1014499773,1,1,0,1,1,1
1014499981,1,0,0,1,0,1
1014502066,1,1,1,1,1,1
1014504468,1,0,0,0,0,0
1014505870,1,1,1,1,1,0
1014518705,1,0,0,0,1,1
1014523997,1,1,1,0,1,0
101453305,1,0,0,1,0,1
101453314,1,1,1,0,0,1
101453652,1,1,0,1,0,0
1014569071,1,1,1,1,1,0
1014577403,1,1,1,1,1,0
1014585959,1,0,0,0,1,1
1014610497,1,0,0,1,0,1
1014610768,1,1,1,0,1,1
1014620304,1,0,0,1,1,1
1014632933,1,0,0,0,1,0
1014638056,1,0,0,0,0,0
1014638860,1,1,1,1,1,0
101466029,1,0,1,1,0,0
1014671117,1,0,0,0,0,1
1014677242,1,1,0,1,0,1
1014680652,1,1,1,0,1,0
1014685231,1,0,0,1,0,1
1014686065,1,1,1,1,1,0
1014692209,1,0,0,0,0,1
1014694874,1,0,1,0,1,0
1014696126,1,1,1,0,0,1
1014702475,1,1,0,1,0,1
1014708315,1,0,1,1,1,0
1014721567,1,1,1,0,0,1
1014722794,1,0,0,1,0,1
101472383,1,0,1,1,1,1
1014726603,1,1,0,0,0,1
1014738284,1,0,1,1,1,0
1014739191,1,1,1,1,1,1
1014746686,1,0,1,1,0,1
1014750154,1,1,1,1,0,0
1014756598,1,1,1,1,0,0
1014767016,1,1,0,0,1,0
1014776957,1,1,1,0,1,1
1014781470,1,1,0,0,0,0
1014793723,1,0,0,1,0,0
1014800259,1,1,1,0,0,0
1014806881,1,1,0,0,0,0
1014812399,1,1,1,0,1,1
1014813411,1,1,1,0,1,0
1014819105,1,0,0,1,0,0
1014826692,1,1,1,0,0,0
1014836520,1,1,1,1,0,0
101483724,1,0,1,1,1,0
1014847992,1,0,0,1,0,1
1014853432,1,0,0,0,1,0
1014860443,1,1,1,0,0,1
1014865233,1,1,0,1,1,1
1014872232,1,0,0,0,1,1
101487250,1,1,0,0,1,0
1014876025,1,1,0,0,1,0
1014876408,1,1,0,1,1,1
1014878737,1,0,1,0,0,1
101487901,1,0,1,1,1,1
1014879549,1,1,0,0,0,1
1014882047,1,0,0,0,1,1
1014883524,1,1,0,1,1,0
1014885129,1,0,1,1,0,1
1014890448,1,1,1,0,0,0
1014891898,1,1,1,0,1,1
1014894092,1,0,0,0,1,0
1014904934,1,1,1,1,0,1
101490755,1,1,0,1,0,0
1014911259,1,1,0,1,0,1
1014911572,1,1,1,1,1,1
1014923965,1,1,1,0,1,0
1014927478,1,1,0,1,1,1
1014928963,1,0,0,0,1,0
1014934150,1,0,0,1,1,1
1014937664,1,1,0,1,1,0
1014950961,1,1,0,1,1,1
1014951236,1,1,0,1,1,0
101495807,1,0,1,1,0,1
1014960767,1,0,0,0,0,0
1014962865,1,1,1,0,1,1
101497047,1,1,1,1,0,0
101497198,1,0,1,0,1,0
1014979928,1,1,1,0,0,0
1014980169,1,0,1,0,1,0
1014982951,1,1,0,0,1,1
1014983448,1,0,1,1,1,1
101498404,1,1,0,1,1,0
1014989482,1,1,0,0,0,1
1014993943,1,1,1,0,1,1
1015003252,1,0,1,1,0,1
1015003938,1,0,0,1,1,0
1015005872,1,1,1,1,0,1
1015006738,1,1,0,1,1,1
1015006792,1,1,1,0,1,0
1015011611,1,1,1,0,0,1
1015013202,1,0,1,0,0,1
1015024630,1,1,0,1,0,1
1015024764,1,0,1,0,1,0
1015025388,1,1,1,1,1,0
1015025522,1,1,1,0,1,1
1015025906,1,1,1,0,0,1
1015028279,1,0,1,1,1,0
1015030205,1,1,1,0,1,1
1015032515,1,0,1,0,1,0
1015032604,1,0,1,0,1,0
101503406,1,0,0,0,0,1
1015036065,1,0,0,0,1,0
1015036742,1,1,0,1,1,1
1015045443,1,1,1,1,1,0
1015059619,1,0,1,1,1,0
1015061699,1,0,1,1,1,0
1015065192,1,1,1,0,0,0
1015071175,1,1,0,1,1,1
1015071296,1,1,1,1,1,0
1015075727,1,1,0,1,1,1
1015084722,1,1,1,1,0,1
1015092284,1,1,1,1,0,0
1015096971,1,0,0,1,1,0
1015100088,1,0,0,0,1,1
1015105577,1,0,0,1,1,0
1015111904,1,1,1,1,1,1
1015113084,1,0,1,1,0,0
1015126877,1,0,0,1,1,1
1015127032,1,1,1,0,1,0
1015144447,1,1,1,0,0,0
1015145283,1,1,1,1,0,1
1015145331,1,0,1,1,1,0
1015164698,1,1,1,1,0,1
1015171688,1,0,0,0,1,0
1015178174,1,1,1,1,1,0
1015180373,1,1,0,0,1,0
1015184031,1,0,1,0,1,0
1015190919,1,0,1,0,0,1
1015200374,1,0,1,0,1,1
1015202050,1,1,1,1,1,0
1015202552,1,1,0,0,1,1
101520644,1,0,1,0,1,1
1015210528,1,1,1,1,1,0
1015211590,1,0,0,0,1,1
1015213950,1,0,0,1,1,0
1015214555,1,1,1,1,0,1
1015216303,1,0,0,0,1,1
1015224683,1,1,1,1,0,0
1015224726,1,1,0,1,0,1
1015226607,1,0,0,0,1,0
1015237778,1,0,0,0,1,0
101524232,1,1,1,1,1,0
101525189,1,0,1,0,1,0
1015257822,1,0,0,1,1,1
1015258682,1,0,0,0,1,0
101526142,1,1,0,0,1,1
1015272190,1,0,1,1,0,1
1015274683,1,0,1,1,1,1
101527535,1,0,0,1,1,0
1015284117,1,1,1,0,1,1
1015300589,1,1,1,0,0,1
1015308485,1,0,0,1,0,0
10153096,1,1,1,0,1,0
1015317165,1,0,1,1,0,0
1015335110,1,1,0,0,1,1
1015339630,1,1,1,1,1,1
101534073,1,0,1,1,1,1
1015341816,1,0,0,0,0,0
1015351174,1,0,0,1,0,1
1015354341,1,1,1,1,0,0
1015357412,1,0,1,0,0,1
1015357640,1,0,0,0,1,0
1015362799,1,0,1,0,1,0
1015365700,1,0,1,0,1,1
1015372493,1,0,1,0,1,1
1015375165,1,1,0,0,0,0
1015381354,1,1,0,1,0,1
1015385304,1,0,0,1,1,1
1015391940,1,1,0,1,1,1
1015409774,1,1,1,0,1,1
1015413468,1,1,0,1,0,1
1015417252,1,1,1,0,0,1
1015427142,1,1,0,1,1,1
1015427647,1,0,1,0,0,1
1015429625,1,0,0,1,1,1
1015431039,1,0,0,1,0,1
1015437901,1,0,0,0,0,1
1015442322,1,0,1,0,1,1
1015448692,1,0,0,1,0,0
1015459707,1,1,1,0,1,0
1015466274,1,1,1,0,0,1
1015471596,1,0,0,1,1,0
1015474687,1,1,0,1,0,0
10154884,1,1,1,1,1,1
1015500034,1,0,0,0,1,0
101550119,1,0,0,0,1,0
1015511629,1,0,1,1,0,0
1015512804,1,1,1,0,0,1
1015516319,1,0,1,0,0,1
1015518196,1,1,0,1,1,0
1015518637,1,0,0,0,0,0
1015524059,1,0,1,1,0,1
1015542510,1,0,0,0,1,0
1015545865,1,0,0,1,1,1
1015557207,1,1,0,0,1,0
1015559733,1,1,1,0,0,1
1015564152,1,1,0,0,1,1
1015566986,1,1,0,0,0,0
1015567194,1,1,0,0,1,0
101557237,1,1,1,0,0,0
1015585471,1,1,0,1,1,1
1015585982,1,1,0,0,1,0
1015590830,1,1,1,0,1,0
1015592061,1,1,0,0,0,0
10155950,1,0,1,1,0,0
1015600086,1,1,0,0,0,0
10156032,1,1,0,0,1,1
1015603282,1,1,1,0,1,1
1015606884,1,1,0,1,0,0
1015615447,1,0,1,1,1,1
1015617618,1,0,0,1,0,0
1015621562,1,0,1,0,1,0
1015622231,1,0,0,0,1,0
1015625598,1,1,1,0,0,0
1015629456,1,1,0,1,1,1
1015632675,1,1,0,1,0,1
1015637367,1,0,0,0,0,0
1015639305,1,0,0,1,1,0
101565627,1,1,1,1,0,1
10156691,1,1,1,1,1,1
1015669838,1,1,1,1,0,0
10156784,1,0,1,0,0,1
1015680392,1,1,1,1,1,0
1015685046,1,0,1,1,1,1
1015688047,1,1,0,1,0,1
1015693809,1,1,0,0,1,0
1015697491,1,0,0,0,1,0
1015711851,1,0,1,1,0,1
1015714969,1,1,0,0,1,0
1015721140,1,1,0,0,0,1
1015721460,1,1,1,0,0,0
1015725682,1,1,0,0,0,1
1015740092,1,0,1,1,1,0
1015742023,1,0,1,0,0,1
1015743282,1,0,1,0,0,0
101574498,1,1,1,0,0,1
1015751005,1,1,0,0,1,0
1015753748,1,0,1,1,1,0
1015770659,1,1,1,1,0,1
1015771770,1,0,0,0,0,0
1015780858,1,1,1,1,1,0
1015781952,1,0,1,0,1,1
1015786118,1,1,1,0,1,0
1015789062,1,1,0,1,1,1
1015793083,1,0,0,0,0,1
1015797160,1,0,0,1,1,1
