,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
6057,1030992942,The Ninja Crusade 2nd Edition,Tabletop Games,Games,USD,05/11/15,1200000,06/10/15 15:59,1674400,successful,355,US,1674400.0,1674400,USD 1200000
6058,103099327,Sherry Truck,Performance Art,Art,USD,21/12/11,1300000,22/10/11 18:28,179119,failed,47,US,179119.0,179119,USD 1300000
6059,1030995270,Awkward Compliments Card Game,Playing Cards,Games,USD,01/09/16,1250000,30/07/16 17:45,99700,failed,32,US,29000.0,99700,USD 1250000
6060,1030996098,Contemporary Interchangeable Cuff by LAVAL,Product Design,Design,USD,15/12/16,1000000,15/11/16 19:48,1020000,successful,45,US,20000.0,1020000,USD 1000000
6061,1030999599,Super Charger Overdrive Pedal,Music,Music,USD,08/08/15,100000,09/07/15 21:00,45900,failed,8,US,45900.0,45900,USD 100000
6062,1031001558,THE COLOUR OF HER SCREAM - A Short Film,Film & Video,Film & Video,USD,17/08/11,1700000,18/06/11 03:25,60900,failed,9,US,60900.0,60900,USD 1700000
6063,1031006059,Archeden.com,Mixed Media,Art,USD,20/01/15,1000000,21/11/14 19:52,6600,failed,4,US,6600.0,6600,USD 1000000
6064,1031013448,'Mannequin' Short,Shorts,Film & Video,GBP,16/11/14,100000,17/10/14 11:50,0,failed,0,GB,0.0,0,USD 156823
6065,1031014170,Versus Comic Restaurant,Food,Food,USD,11/05/14,15000000,12/03/14 17:36,30300,failed,6,US,30300.0,30300,USD 15000000
6066,1031014271,My Wife's Dream,Dance,Dance,USD,26/07/14,2500000,31/05/14 01:54,14100,failed,6,US,14100.0,14100,USD 2500000
6067,1031016205,Go Kart,Technology,Technology,AUD,23/08/14,200000,24/07/14 10:58,0,failed,0,AU,0.0,0,USD 186759
6068,1031022158,ZAP MAMA:  New Album and 2015 US Tour,World Music,Music,USD,03/03/15,500000,01/02/15 23:02,535500,successful,54,US,535500.0,535500,USD 500000
6069,1031027165,kittybiome: kitty microbiomes for cat health and biology,Technology,Technology,USD,10/06/15,300000,11/05/15 21:58,2318300,successful,229,US,2318300.0,2318300,USD 300000
6070,1031031586,SAINTVON NEXT HOT STREET WEAR BRAND. HELP ME DESIGN A DREAM,Apparel,Fashion,USD,26/03/16,3000000,26/01/16 22:03,100,failed,1,US,100.0,100,USD 3000000
6071,1031033139,Bouteilles or vin rosé / Bottles of rose wine (Suspended),Drinks,Food,EUR,14/02/16,1000000,16/12/15 19:13,0,suspended,0,FR,0.0,0,USD 1109595
6072,1031035337,Women's March Commemorative Political Buttons,Graphic Design,Design,USD,24/03/17,50000,22/02/17 20:46,17100,failed,10,US,0.0,17100,USD 50000
6073,1031038881,Xpress - Street Dance,Workshops,Dance,GBP,24/08/14,250000,25/07/14 20:14,200,failed,2,GB,341.0,332,USD 414559
6074,1031051,Write Your First Piece of Music In 14 Steps Video Course,Film & Video,Film & Video,USD,08/07/17,600000,08/06/17 23:00,5000,failed,5,US,2000.0,5000,USD 600000
6075,1031052691,Curtis Customs -Wood Automotive Gear (Canceled),Woodworking,Crafts,USD,14/08/15,3500000,15/07/15 07:31,501,canceled,1,US,501.0,501,USD 3500000
6076,1031055175,Próximo disco de Ramona,Indie Rock,Music,MXN,02/05/17,6000000,01/04/17 01:12,1786000,failed,32,MX,13348.0,93724,USD 314861
6077,1031065624,j-Pad Girls: Media Art project from Tokyo Japan KAWAII J-Pop,Pop,Music,USD,13/10/12,250000,13/09/12 21:21,57500,failed,6,US,57500.0,57500,USD 250000
6078,1031067410,Michelle Popela's Debut EP,Rock,Music,USD,01/11/14,1000000,02/10/14 21:30,1035500,successful,48,US,1035500.0,1035500,USD 1000000
6079,1031080024,Familiar Features,Art,Art,USD,03/09/15,7500000,07/08/15 00:59,0,failed,0,US,0.0,0,USD 7500000
6080,1031080332,Jack Hammer the Web Series,Webseries,Film & Video,USD,04/11/11,500000,15/09/11 17:35,96355,failed,32,US,96355.0,96355,USD 500000
6081,1031083617,Inspire Care & Share - Victoria Ivory Pearl vs Selfishness,Children's Books,Publishing,AUD,24/12/13,550000,28/11/13 01:26,100,failed,1,AU,92.0,89,USD 489978
6082,1031084940,CFA-10036 Open Hackable Linux + ARM Embedded GPIO Module,Hardware,Technology,USD,16/02/13,3000000,10/01/13 01:10,1218458,failed,121,US,1218458.0,1218458,USD 3000000
6083,1031086865,Mary Elizabeth: Live Love Dream,Pop,Music,NOK,01/11/15,4000000,10/09/15 21:13,4301000,successful,52,NO,521698.0,503978,USD 468708
6084,1031093054,ZOUASSI: Deluxe Hardcover Art Book,Digital Art,Art,USD,12/04/17,1300000,13/03/17 03:21,230000,failed,44,US,0.0,230000,USD 1300000
6085,1031094744,Act Out Young Performers Fund Drive,Theater,Theater,USD,07/07/17,2000000,09/06/17 17:26,100500,canceled,5,US,50500.0,100500,USD 2000000
6086,1031103369,Eclectic Games - The Games Room Expansion (Deluxe Edition),Tabletop Games,Games,GBP,01/10/15,500000,02/09/15 21:00,1502101,successful,280,GB,2312333.0,2278258,USD 758357
6087,103110619,The Love Notes Documentary,Documentary,Film & Video,USD,16/06/12,750000,19/05/12 17:07,0,failed,0,US,0.0,0,USD 750000
6088,1031108422,Hollywood... Here I GO!!!,Pop,Music,USD,20/07/17,100,29/06/17 17:01,61600,successful,4,US,40000.0,61600,USD 100
6089,1031110447,New Books about Borders and Democracy by CrimethInc.,Nonfiction,Publishing,USD,01/03/17,1000000,31/01/17 18:59,1739722,successful,333,US,378600.0,1739722,USD 1000000
6090,1031116841,1 oz copper zombie rings / 90% silver quarter rings.,Jewelry,Fashion,USD,11/05/17,20000,11/04/17 23:34,101950,successful,28,US,15900.0,101950,USD 20000
6091,1031119415,"""Killer In Me"" the Feature Film",Narrative Film,Film & Video,USD,17/03/14,1500000,15/02/14 02:28,41400,failed,8,US,41400.0,41400,USD 1500000
6092,1031121831,Help The Keep Calm make a new record!,Indie Rock,Music,USD,13/05/12,200000,13/04/12 18:20,202500,successful,32,US,202500.0,202500,USD 200000
6093,1031125022,Rich Mullins: A Ragamuffin's Legacy (a feature length film),Narrative Film,Film & Video,USD,24/06/11,9000000,25/03/11 14:40,3219000,failed,214,US,3219000.0,3219000,USD 9000000
6094,1031125235,Back the Mari Mack album project!,Indie Rock,Music,USD,26/09/09,500000,19/08/09 01:15,187400,failed,37,US,187400.0,187400,USD 500000
6095,1031127181,Chivalry Contego,Fashion,Fashion,USD,16/12/13,800000,01/11/13 18:00,928100,successful,81,US,928100.0,928100,USD 800000
6096,1031127227,Paleo Project,Documentary,Film & Video,USD,14/04/16,150000,14/03/16 15:30,164600,successful,20,US,164600.0,164600,USD 150000
6097,1031130767,Mayan TRIcycle: a Burning Man 2012 Project,Public Art,Art,USD,24/05/12,400000,09/04/12 22:19,437800,successful,125,US,437800.0,437800,USD 400000
6098,1031133046,PitoSofrito Food Truck,Food Trucks,Food,USD,21/09/16,7500000,22/08/16 05:27,15600,failed,5,US,15000.0,15600,USD 7500000
6099,1031133235,Mi Primer Libro Independiente,Fiction,Publishing,MXN,30/12/17,1700000,30/11/17 23:36,10000,failed,1,MX,0.0,516,USD 87778
6100,1031136087,"""Heels over Head n Love"" A journey of 365 days of handstands",Literary Journals,Publishing,USD,01/09/14,500000,04/08/14 00:56,8665,failed,5,US,8665.0,8665,USD 500000
6101,1031141398,The House of Minority,Documentary,Film & Video,GBP,01/05/16,250000,21/04/16 09:50,12000,failed,5,GB,17257.0,17391,USD 362303
6102,1031147567,The Secret Seekers Society,Fiction,Publishing,USD,02/11/12,90000,03/10/12 19:34,112500,successful,52,US,112500.0,112500,USD 90000
6103,1031150132,Blooky: Wireless Bluetooth Password Key,Hardware,Technology,USD,12/01/15,25000000,13/11/14 00:41,400100,failed,40,US,400100.0,400100,USD 25000000
6104,1031150189,East Asian Village for 28mm Gamers,Tabletop Games,Games,USD,04/05/13,800000,04/04/13 03:00,6050100,successful,241,US,6050100.0,6050100,USD 800000
6105,1031157984,Pushee Pieces - A simple and deep strategy micro-game.,Tabletop Games,Games,USD,01/12/14,50000,05/11/14 00:54,231100,successful,196,US,231100.0,231100,USD 50000
6106,1031194134,Want to build a satellite but dont have a NASA sized budget?,Space Exploration,Technology,GBP,31/10/13,300000,01/10/13 10:57,314600,successful,97,GB,508072.0,502003,USD 478706
6107,1031197510,Design & construct an architectural concept beach house,Architecture,Design,AUD,10/09/15,110000000,21/07/15 13:03,0,canceled,0,AU,0.0,0,USD 77683616
6108,1031201895,Original Jazz Ensemble Works Based on Peter and the Wolf,Jazz,Music,USD,11/05/14,400000,18/04/14 01:07,450800,successful,51,US,450800.0,450800,USD 400000
6109,1031203253,The Little Bird's Journey,Children's Books,Publishing,USD,23/04/13,1000000,22/02/13 01:49,2000,failed,2,US,2000.0,2000,USD 1000000
6110,1031204801,Broken Pancreas,Photography,Photography,USD,25/06/10,750000,04/05/10 21:05,798170,successful,78,US,798170.0,798170,USD 750000
6111,1031204909,The Dred Roberts/Dai Murasaki Solo Album!,Music,Music,GBP,01/04/15,30000,02/03/15 18:19,43100,successful,34,GB,66528.0,63802,USD 44410
6112,1031205386,Help us to  our first Retail space & some commercial equip,Restaurants,Food,USD,04/06/15,12500000,15/04/15 19:44,402500,failed,3,US,402500.0,402500,USD 12500000
6113,1031209170,Living History Magazine,Periodicals,Publishing,CAD,20/03/16,50000,19/02/16 01:30,62000,successful,9,CA,44749.0,46659,USD 37628
6114,1031221948,SHATTERED,Shorts,Film & Video,USD,30/04/11,250000,31/03/11 00:12,7500,failed,2,US,7500.0,7500,USD 250000
6115,103122456,Latin Artist Needs Support to Advance His Career (Canceled),Latin,Music,USD,07/02/16,800000,08/01/16 00:28,0,canceled,0,US,0.0,0,USD 800000
6116,1031242403,Guitar Stream Guitar Lessons Live Stream (Canceled),Rock,Music,USD,20/06/16,25000,21/05/16 07:27,0,canceled,0,US,0.0,0,USD 25000
6117,1031249788,A Failed Pursuit: Issue One,Comics,Comics,GBP,30/05/13,80000,30/04/13 11:00,92500,successful,26,GB,143518.0,140931,USD 121886
6118,1031253534,Making professional Recordings From My Home Studio,Pop,Music,GBP,16/09/17,191800,18/07/17 09:47,2100,canceled,1,GB,0.0,2849,USD 260237
6119,1031254392,Waiting to Die! hopefully,Punk,Music,USD,04/08/16,150000,05/07/16 18:01,5000,failed,2,US,5000.0,5000,USD 150000
6120,1031264585,RecordStudio for ALL,Music,Music,EUR,23/12/15,4800000,23/11/15 20:53,0,failed,0,DE,0.0,0,USD 5254573
6121,1031266165,Those Bloody Yanks! - Debut Album,Electronic Music,Music,USD,02/01/12,409600,03/12/11 02:45,0,failed,0,US,0.0,0,USD 409600
6122,1031285521,Wal-Mart Towns: A Portrait of the American Economy,Journalism,Journalism,USD,20/09/13,800000,21/08/13 00:27,239100,failed,22,US,239100.0,239100,USD 800000
6123,1031287463,UV RAILED DOORKNOB,Technology,Technology,USD,24/04/16,11000000,24/02/16 22:31,200,failed,2,US,200.0,200,USD 11000000
6124,1031289614,Miniatures production in resin or metal,Gaming Hardware,Games,USD,09/11/16,1000000,10/10/16 03:46,100,failed,1,US,0.0,100,USD 1000000
6125,1031292834,Floornumber7® | Knitwear for the future entrepreneur.,Ready-to-wear,Fashion,USD,26/09/14,3500000,17/08/14 08:50,18000,canceled,1,US,18000.0,18000,USD 3500000
6126,1031292890,NOA - News Over Audio (the audio newspaper app),Audio,Journalism,EUR,12/07/17,2000000,12/06/17 15:08,5200,failed,4,IE,4702.0,5936,USD 2283001
6127,1031301176,Morynga Teas & Sprinkles - All Natural~ Handmade~ Delicious!,Food,Food,GBP,29/03/13,300000,12/02/13 23:31,165433,failed,39,GB,261383.0,252192,USD 457331
6128,1031317221,"""Memory Foam Confessions"" & 15 Other Amazing Films",Shorts,Film & Video,USD,16/11/13,800000,03/10/13 00:32,814100,successful,92,US,814100.0,814100,USD 800000
6129,103132077,PowderJet Snowboards - Do More With Less,Product Design,Design,USD,23/11/12,600000,24/10/12 18:35,756500,successful,78,US,756500.0,756500,USD 600000
6130,1031324540,"Addiction / Denial Documentary ""Not Me""",Documentary,Film & Video,USD,30/04/15,2000000,16/03/15 16:48,2059100,successful,163,US,2059100.0,2059100,USD 2000000
6131,1031327917,MUSIC WITH A CAUSE,Music,Music,USD,10/09/15,5000000,11/08/15 20:53,0,failed,0,US,0.0,0,USD 5000000
6132,1031328050,HIO Wallpad Drop-in PoE In-wall Universal Android Controller,Technology,Technology,USD,08/05/14,4000000,08/04/14 09:00,1546500,failed,113,US,1546500.0,1546500,USD 4000000
6133,1031328397,Chocolate! Handmade From Bean To Bar.,Food,Food,USD,10/07/11,2000000,11/04/11 22:33,1330600,failed,123,US,1330600.0,1330600,USD 2000000
6134,1031328406,Sound Machine,Pop,Music,USD,09/01/17,400000,10/11/16 00:25,1000,canceled,1,US,0.0,1000,USD 400000
6135,1031330661,Project Humanity,Experimental,Film & Video,USD,04/12/16,500000,04/11/16 19:32,500,failed,1,US,500.0,500,USD 500000
6136,1031332235,The Self,Shorts,Film & Video,USD,31/07/11,300000,01/07/11 23:15,303000,successful,20,US,303000.0,303000,USD 300000
6137,1031341463,Squad Goals,Comedy,Film & Video,USD,19/06/16,50000,20/05/16 20:45,17000,failed,4,US,17000.0,17000,USD 50000
6138,1031354770,BLOCK FOX- PRIVACY TOOL,Hardware,Technology,USD,14/10/16,50000,14/09/16 19:35,17600,failed,8,US,4500.0,17600,USD 50000
6139,1031356553,The Chivalrous Society on the Cutting Edge of Normal ®?,Bacon,Food,USD,28/09/14,25000000,10/09/14 16:35,0,failed,0,US,0.0,0,USD 25000000
6140,1031359904,412 MADE art and design team debuts work in New York City.,Art,Art,USD,18/02/15,800000,28/01/15 06:42,1124700,successful,86,US,1124700.0,1124700,USD 800000
6141,1031368860,Live it Apparel T-Shirts---Don't just say it....wear it!,Fashion,Fashion,USD,21/03/12,1320000,05/02/12 16:02,0,failed,0,US,0.0,0,USD 1320000
6142,1031397601,Panzermadels: Tank Dating Simulator,Video Games,Games,USD,19/06/15,150000,30/05/15 05:39,437900,successful,182,US,437900.0,437900,USD 150000
6143,103139841,Botanical Sounds from Plants (Canceled),Electronic Music,Music,CAD,25/10/14,100000,25/09/14 17:43,0,canceled,0,CA,0.0,0,USD 88700
6144,103140318,The Voice of an Angel Healing Mantra Album,World Music,Music,USD,02/10/15,270000,10/09/15 13:54,366611,successful,100,US,366611.0,366611,USD 270000
6145,1031405469,15% of The Seagull Flies to Edinburgh,Plays,Theater,GBP,31/07/14,200000,10/06/14 14:38,202500,successful,38,GB,340322.0,340720,USD 336513
6146,1031412043,The Overlord,Fiction,Publishing,USD,16/05/14,500000,17/03/14 22:41,0,failed,0,US,0.0,0,USD 500000
6147,1031413639,Monitoreo Ambiental Ciudadano,Hardware,Technology,MXN,18/12/16,35000000,18/11/16 18:38,390000,failed,3,MX,0.0,18848,USD 1691475
6148,1031422269,Tech Support and Training For The Elderly,Technology,Technology,GBP,02/03/16,850000,06/02/16 03:11,600,failed,2,GB,875.0,849,USD 1203421
6149,1031427963,Broken | Short Drama Film,Drama,Film & Video,GBP,27/02/16,50000,01/02/16 19:54,56500,successful,22,GB,80484.0,79992,USD 70789
6150,1031430073,Kids Craft Kits,Crafts,Crafts,USD,04/08/17,50000,25/07/17 04:45,12500,failed,1,US,12500.0,12500,USD 50000
6151,1031434403,Beauty Lies In Life and Love,Nonfiction,Publishing,USD,25/12/16,300000,26/10/16 21:55,5000,failed,2,US,0.0,5000,USD 300000
6152,103144708,Saint Elizabeths Hospital: Voices from Within,Documentary,Film & Video,USD,07/08/10,500000,22/06/10 13:03,601700,successful,131,US,601700.0,601700,USD 500000
6153,1031452872,Vague Pains,Art,Art,USD,10/06/17,30000,31/05/17 02:13,95300,successful,25,US,5300.0,95300,USD 30000
6154,1031460426,Leonardo | The Game of Art and Death | Plague Edition,Tabletop Games,Games,USD,25/12/15,4800000,10/11/15 16:45,2454300,canceled,163,US,2454300.0,2454300,USD 4800000
6155,1031468190,DISTRIKT 501c3 Art Grant | A new stage-installation.,Public Art,Art,USD,06/07/17,7500000,02/06/17 07:45,8338032,successful,492,US,2600.0,8338032,USD 7500000
6156,1031472757,Tao Cipher - Broken Wills Remain,Hip-Hop,Music,USD,04/12/12,200000,05/10/12 08:43,1500,failed,2,US,1500.0,1500,USD 200000
6157,1031479554,Freedom Ecologically underarm pads,Accessories,Fashion,SEK,17/10/17,680000000,18/08/17 17:41,200500,failed,13,SE,9916.0,24568,USD 83324143
6158,1031481438,Texas Tears - Habanero Sauce - Help Our Company Grow!,Small Batch,Food,USD,02/11/14,100000,03/10/14 19:29,267400,successful,89,US,267400.0,267400,USD 100000
6159,1031484042,Gentlemen Robots: Sophisticated Automatons,Video Games,Games,USD,08/11/13,150000,04/10/13 22:34,232199,successful,58,US,232199.0,232199,USD 150000
6160,1031484589,"""Baby's Getting Up"" video by Two Plush Two Productions",Shorts,Film & Video,USD,11/06/11,150000,12/05/11 17:50,160000,successful,28,US,160000.0,160000,USD 150000
6161,1031487313,Music app ( Pupilize) is the next big thing for the World.,Music,Music,USD,07/02/17,500000000,08/01/17 06:49,0,failed,0,US,0.0,0,USD 500000000
6162,103148807,uGame: For u By u,Video Games,Games,USD,02/01/13,1600000,14/12/12 21:05,30100,failed,7,US,30100.0,30100,USD 1600000
6163,1031494781,Royal DNA,Experimental,Film & Video,USD,03/05/16,1000000,19/04/16 00:15,0,failed,0,US,0.0,0,USD 1000000
6164,1031494914,Castles of England,Photography,Photography,GBP,15/07/13,1000000,08/06/13 16:42,4400,failed,5,GB,6865.0,6714,USD 1526019
6165,1031509587,FULL MOON MUSIC FESTIVAL ~ FEATURING MANY MUSICIANS,Rock,Music,CAD,03/05/15,44400,04/03/15 21:56,14500,failed,2,CA,11577.0,11981,USD 36685
6166,1031512868,Mage Rage - Alcohol Magic Puzzles Do you need more?,Video Games,Games,AUD,31/03/14,1000000,19/02/14 02:36,205300,failed,47,AU,185936.0,189917,USD 925069
6167,1031533775,World FC - Exploring the Beautiful Game,Documentary,Film & Video,USD,25/11/13,6300000,11/10/13 15:40,423300,failed,46,US,423300.0,423300,USD 6300000
6168,1031534318,Depressed Millionaire (Canceled),Hip-Hop,Music,USD,02/06/15,2500000,04/05/15 17:40,0,canceled,0,US,0.0,0,USD 2500000
6169,103153533,Soul Night White Party,Events,Food,USD,26/02/15,4000000,27/01/15 16:54,0,failed,0,US,0.0,0,USD 4000000
6170,1031538639,La cuna de los colonizadores extremeños,Photography,Photography,EUR,24/08/15,35000,25/06/15 00:33,0,failed,0,ES,0.0,0,USD 39438
6171,1031543668,Flute: An Animated Gay Fairytale,Animation,Film & Video,USD,20/03/13,300000,29/01/13 02:21,104600,failed,43,US,104600.0,104600,USD 300000
6172,1031555498,Divergence: Online,Video Games,Games,USD,01/09/13,1500000,02/08/13 23:12,1962600,successful,116,US,1962600.0,1962600,USD 1500000
6173,1031562461,Camp Myth #1: Phoenix Watching,Children's Books,Publishing,USD,19/06/12,400000,15/05/12 05:00,615000,successful,126,US,615000.0,615000,USD 400000
6174,1031570878,SolarBoost - Make Your Own USB Solar Mobile Charger,DIY Electronics,Technology,USD,27/04/16,500000,28/03/16 19:02,595600,successful,78,US,595600.0,595600,USD 500000
6175,1031571011,Living Dolls - Printed edition -Italian and English -,Graphic Novels,Comics,EUR,08/03/17,100000,06/02/17 07:45,136500,successful,94,IT,78741.0,144772,USD 106060
6176,1031579200,PTSD Guardian Clock,Technology,Technology,USD,26/12/15,5000000,11/11/15 01:33,35000,failed,4,US,35000.0,35000,USD 5000000
6177,1031580020,Faire Play: The best camp in the land!,Games,Games,USD,04/04/13,350000,05/03/13 18:07,1229500,successful,51,US,1229500.0,1229500,USD 350000
6178,1031581659,FROSTBURN - Lords of the Trident's new album!,Metal,Music,USD,01/11/14,300000,23/09/14 18:25,582400,successful,159,US,582400.0,582400,USD 300000
6179,1031582870,Sing in Harmony with Your Family and Community!,Music,Music,USD,02/10/15,750000,02/09/15 00:04,1055600,successful,115,US,1055600.0,1055600,USD 750000
6180,1031594734,"""Locksmith"" An Action/Mystery Graphic Novel",Comics,Comics,USD,03/07/11,120000,04/04/11 03:36,15600,failed,10,US,15600.0,15600,USD 120000
6181,1031597215,Future Brunch Extravaganza,Restaurants,Food,CAD,18/09/15,500000,19/08/15 20:34,1000,failed,2,CA,763.0,768,USD 383818
6182,1031601040,MADPROPS iPhone/Phone/iPad/Tablet Stand: Fits in Your Wallet,Design,Design,USD,18/09/14,3000000,04/08/14 22:40,27800,failed,15,US,27800.0,27800,USD 3000000
6183,103160340,Fantasy Football Shirt,Fashion,Fashion,USD,06/09/12,250000,15/08/12 17:33,28000,failed,15,US,28000.0,28000,USD 250000
6184,1031605210,W.A.N.T: Weaponized Adorables Negotiation Team book project,Art Books,Publishing,USD,25/07/13,350000,25/06/13 15:44,512242,successful,132,US,512242.0,512242,USD 350000
6185,1031611346,CURSE OF THE MAYANS,Comics,Comics,USD,01/02/13,3500000,21/12/12 21:01,399400,failed,128,US,399400.0,399400,USD 3500000
6186,1031611376,The Faded Cover: Where Books Want to Go to Be Adopted,Fiction,Publishing,USD,21/06/14,2000000,22/05/14 22:42,3100,failed,3,US,3100.0,3100,USD 2000000
6187,1031617207,The Blitz Mask,Apparel,Fashion,USD,23/10/15,11544000,13/09/15 16:24,22500,failed,6,US,22500.0,22500,USD 11544000
6188,1031623791,Star Wars: Elimination [REDUX],Fantasy,Film & Video,USD,03/08/17,500000,04/07/17 07:26,14500,failed,2,US,4500.0,14500,USD 500000
6189,1031624424,Qto-X a revolutionary magnetic light,Product Design,Design,USD,13/04/16,9900,29/03/16 19:57,8100,failed,38,US,8100.0,8100,USD 9900
6190,1031628306,GENTLE RAIN,Animation,Film & Video,USD,15/09/11,4500000,17/06/11 00:07,1103500,failed,51,US,1103500.0,1103500,USD 4500000
6191,1031632877,Aventure Patagonienne,Places,Photography,EUR,11/05/17,20000,27/03/17 17:10,5000,failed,1,FR,0.0,5438,USD 21752
6192,103165193,Bringing your graphic novels to life!,Sculpture,Art,USD,30/05/15,80000,04/05/15 16:41,2500,failed,1,US,2500.0,2500,USD 80000
6193,1031652438,The Rapture Dilemma,Video,Journalism,USD,30/09/14,25000000,28/08/14 20:46,7200,failed,4,US,7200.0,7200,USD 25000000
6194,103166051,Painter 3D (Suspended),3D Printing,Technology,EUR,16/06/15,2500000,17/05/15 01:21,1011600,suspended,8,IE,1154203.0,1143012,USD 2824763
6195,1031662098,Battlegrounds virtual tabletop Content Drive #1 (Redux),Tabletop Games,Games,USD,28/07/16,250000,20/07/16 01:59,339100,successful,32,US,294400.0,339100,USD 250000
6196,1031663961,The Lite Bros. Series,Comics,Comics,USD,09/05/17,1000000,09/04/17 02:20,0,failed,0,US,2500.0,0,USD 1000000
6197,1031667900,The Visit by Friedrich Durrenmatt ,Theater,Theater,USD,06/07/10,50000,08/06/10 00:34,57000,successful,15,US,57000.0,57000,USD 50000
6198,1031668355,My Lite- Swiss Army Knife of LED Lights,Camera Equipment,Technology,USD,14/07/14,100000,23/06/14 19:46,248100,successful,20,US,248100.0,248100,USD 100000
6199,1031671865,NEON ICONS Photography Series - Solo Show,Photography,Photography,USD,27/04/12,155000,13/04/12 00:04,41600,failed,19,US,41600.0,41600,USD 155000
6200,1031675873,Call and Response I: Leonard Nimoy,Art,Art,USD,18/03/11,180000,10/03/11 05:26,59000,failed,16,US,59000.0,59000,USD 180000
6201,1031685482,You Sparkle Inside: A Kids' Book + Commissions & Co-creation,Children's Books,Publishing,USD,02/01/18,200000,06/12/17 23:08,608300,successful,133,US,105400.0,608300,USD 200000
6202,1031686125,The buns of war: cake and death in the trenches of WW1,Nonfiction,Publishing,GBP,05/12/12,350000,31/10/12 10:01,27812,failed,13,GB,44822.0,44525,USD 560323
6203,1031691680,King Drew a Royal Documentary (Canceled),Documentary,Film & Video,USD,13/04/16,1000000,14/03/16 13:57,5500,canceled,1,US,5500.0,5500,USD 1000000
6204,1031694548,Printing My Art on to Fabric and Sewing it Up in to Dresses!,Fashion,Fashion,USD,30/05/11,500000,27/04/11 05:42,25500,failed,7,US,25500.0,25500,USD 500000
6205,1031715271,Train of Thought - short film by EmersonNYUParsons,Shorts,Film & Video,USD,03/05/13,120000,15/04/13 02:18,205500,successful,4,US,205500.0,205500,USD 120000
6206,1031715562,Cyber-Sentinelle votre Protection Rapprochée sur Internet,Web,Technology,EUR,25/05/16,380000,25/04/16 18:11,425250,successful,122,FR,477326.0,474917,USD 424382
6207,1031720907,The Blackbird Stainless Steel Safety Razor (Canceled),Design,Design,USD,11/07/15,3000000,11/06/15 15:58,1230000,canceled,69,US,1230000.0,1230000,USD 3000000
6208,1031729487,Rosebuds Academy,Crafts,Crafts,USD,21/05/17,400000,21/04/17 03:12,40000,failed,4,US,20000.0,40000,USD 400000
6209,1031735562,The Oldani Orchid Novel (Canceled),Fiction,Publishing,USD,10/08/14,2400000,11/07/14 17:55,0,canceled,0,US,0.0,0,USD 2400000
6210,1031737548,Descendants (Canceled),Video Games,Games,USD,25/12/14,90000000,25/11/14 01:46,48900,canceled,15,US,48900.0,48900,USD 90000000
6211,1031742546,Transmedia Gallery Space STIFF 2015,Festivals,Film & Video,USD,20/04/15,550000,21/03/15 14:26,569200,successful,76,US,569200.0,569200,USD 550000
6212,1031742612,The Cloud #1 is ready to be unleashed!,Comics,Comics,USD,01/12/12,120000,11/11/12 01:29,3200,failed,3,US,3200.0,3200,USD 120000
6213,1031759112,My Mama the Lawyer- a children's book,Children's Books,Publishing,AUD,03/11/15,300000,24/09/15 02:08,122500,failed,5,AU,87439.0,87531,USD 214362
6214,1031761393,The Divine Collection - Precious Jewellery with Power,Jewelry,Fashion,GBP,07/05/16,400000,07/04/16 13:48,432700,successful,88,GB,612816.0,623460,USD 576344
6215,1031763635,Community Organic Pit Garden (Walipini),Community Gardens,Food,USD,29/08/15,5000000,30/06/15 23:31,500,failed,1,US,500.0,500,USD 5000000
6216,1031766771,Graffiblocks - The Combo Kit - Build Paint Draw Erase,Interactive Design,Design,USD,26/05/17,2000000,25/04/17 16:11,1510800,failed,196,US,98700.0,1510800,USD 2000000
6217,1031769306,MAESTRO collection by SYLVIO,Couture,Fashion,USD,24/10/14,7777700,24/09/14 01:58,0,failed,0,US,0.0,0,USD 7777700
6218,1031770908,“Lithuania Siberia and Dreams”: a documentary film project,Documentary,Film & Video,USD,08/06/11,300000,04/05/11 09:59,135400,failed,13,US,135400.0,135400,USD 300000
6219,10317787,Buttons: The Game,Video Games,Games,USD,06/07/17,300000,06/06/17 09:58,5100,failed,6,US,1500.0,5100,USD 300000
6220,1031786886,BAFreedom USA,Photography,Photography,USD,20/03/14,300000,18/02/14 15:43,372000,successful,57,US,372000.0,372000,USD 300000
6221,10317886,Dragons in the Library,Children's Books,Publishing,USD,23/02/13,55000,05/02/13 22:15,380400,successful,104,US,380400.0,380400,USD 55000
6222,1031791614,Taming Wild: Pura Vida,Film & Video,Film & Video,USD,08/12/17,2000000,08/11/17 20:44,2334300,successful,222,US,220000.0,2334300,USD 2000000
6223,1031794733,NutShell Politics,Apps,Technology,USD,03/11/14,1500000,03/10/14 17:18,0,failed,0,US,0.0,0,USD 1500000
6224,1031800090,Spindle Cards,Illustration,Art,CAD,26/02/14,70000,27/01/14 20:39,139100,successful,29,CA,125479.0,125112,USD 62961
6225,1031821575,Apollo Rising,Fiction,Publishing,USD,11/10/17,300000,11/09/17 17:34,119400,failed,17,US,5300.0,119400,USD 300000
6226,103182310,Mojave Desert Lighthouse Restoration Project Joshua Tree,Architecture,Design,USD,07/12/17,250000,07/11/17 23:59,277677,successful,42,US,24977.0,277677,USD 250000
