ID,backedLocation,age
1018353815,GBK,29
1018356884,US,68
1018362105,BR,44
1018371609,GBK,17
1018374983,US,61
1018386819,GBK,54
1018389357,US,33
1018407688,US,36
1018409231,US,43
1018418601,US,42
1018423870,US,70
1018424356,BR,73
1018430883,BR,66
1018437435,GBK,36
1018438779,BR,23
1018445022,BR,46
1018446318,US,57
1018448676,BR,61
101845091,GBK,76
1018466916,GBK,64
1018476470,US,63
1018483266,BR,64
1018486946,US,19
1018495520,BR,58
1018515072,GBK,62
1018520310,BR,71
1018526235,US,59
1018528167,US,20
1018529083,US,46
1018545845,BR,54
1018562069,US,19
1018571166,US,56
1018574123,GBK,44
1018582183,GBK,53
1018582469,US,73
1018583969,GBK,23
1018587198,BR,33
1018587435,GBK,65
1018587838,US,64
101859331,GBK,22
1018596948,BR,79
1018596958,BR,65
1018604200,GBK,69
1018607549,US,60
1018613131,BR,72
1018619714,BR,45
1018620632,US,19
1018638030,BR,40
1018641183,GBK,29
1018642651,BR,21
1018647039,GBK,66
1018650901,GBK,62
1018658216,GBK,52
1018660731,BR,79
101866662,US,47
1018672637,GBK,17
1018673331,BR,65
1018686464,GBK,29
101869441,GBK,59
1018695454,BR,40
101870565,US,40
1018708214,US,64
1018709389,BR,19
1018712423,US,68
1018717791,US,67
1018720388,GBK,53
1018724477,US,31
1018725614,US,51
1018731319,US,36
1018736762,GBK,59
1018738674,BR,71
1018744136,US,72
1018753342,BR,46
1018753681,GBK,46
1018763841,BR,75
1018767724,GBK,30
1018770901,GBK,38
1018774693,GBK,22
1018777046,US,47
1018780638,GBK,44
1018784750,BR,26
1018791443,BR,74
1018800576,GBK,42
1018822517,GBK,38
1018824318,GBK,27
10188328,GBK,78
1018847041,GBK,41
1018853897,GBK,77
101885555,BR,73
1018857969,US,21
1018868063,GBK,17
1018883547,BR,65
1018902853,BR,23
1018903761,BR,66
1018906481,GBK,48
1018924175,US,28
101892754,GBK,77
1018929807,GBK,41
1018932911,GBK,73
101893946,US,38
101894167,GBK,63
1018946788,BR,59
1018956621,BR,73
1018957175,BR,39
1018964790,BR,76
1018974335,GBK,17
1019003966,GBK,28
1019012162,GBK,46
101901484,US,79
1019024268,GBK,71
1019027156,US,26
1019031457,US,61
1019039281,GBK,23
1019040233,GBK,73
1019043170,GBK,29
1019043720,US,78
1019043800,GBK,40
1019045206,US,43
1019047449,GBK,77
1019048198,US,77
1019066731,US,25
1019073209,BR,76
1019078224,BR,54
1019079188,US,72
101908107,GBK,35
1019090579,GBK,41
101909427,GBK,34
1019103224,BR,38
1019108891,US,33
1019120611,US,41
1019133815,GBK,17
101913480,GBK,39
1019135138,BR,59
1019139297,GBK,44
1019145084,US,25
1019155487,BR,53
1019163654,BR,25
1019180618,BR,17
1019198906,GBK,34
101920601,US,70
1019211606,US,40
1019212408,BR,50
1019217557,GBK,39
1019219630,US,60
1019225057,GBK,65
1019236680,GBK,73
1019240423,BR,21
1019266650,BR,44
1019270278,GBK,70
1019277739,GBK,49
1019280022,GBK,48
101928493,GBK,77
1019289383,BR,46
1019290025,US,58
1019292123,GBK,74
1019293481,BR,25
1019312548,US,78
1019333913,US,27
1019334246,BR,52
1019334728,BR,69
1019335623,BR,74
1019338348,US,72
101933876,GBK,58
1019338833,BR,29
1019343961,US,45
1019344470,BR,31
1019345922,GBK,18
1019349081,US,17
1019350253,GBK,67
1019352217,US,51
1019357705,US,74
1019361242,GBK,61
1019364016,GBK,52
1019369035,US,52
101937059,GBK,55
1019371047,US,52
1019374246,GBK,20
1019374939,BR,35
1019385951,BR,63
1019391092,GBK,66
1019405503,BR,72
1019407135,GBK,23
10194072,GBK,24
1019411426,BR,43
1019413615,BR,79
1019414086,GBK,52
101941587,GBK,38
1019418537,BR,20
1019421460,US,41
1019423578,US,24
1019429275,GBK,41
1019438475,GBK,50
1019449173,GBK,44
1019452705,US,77
1019456211,US,65
1019464787,GBK,79
1019467155,GBK,66
1019468919,BR,21
1019477333,BR,32
1019483724,US,69
1019489526,GBK,65
1019491371,US,32
1019495661,GBK,76
1019495881,US,32
1019498485,GBK,34
1019508379,GBK,77
1019512887,BR,39
1019513661,GBK,50
1019514109,US,48
1019515801,US,75
1019521089,BR,57
101952398,US,46
1019525713,BR,61
1019528310,BR,41
1019543582,GBK,77
1019547173,BR,59
1019548548,US,26
1019551488,GBK,39
1019552425,BR,37
101956833,BR,23
1019571808,BR,51
101957846,BR,64
1019579897,US,56
101958051,US,74
1019591643,US,28
1019597261,US,30
1019607876,US,52
1019608131,GBK,29
1019613932,GBK,23
101962142,BR,57
1019630140,GBK,65
1019635283,BR,40
1019636732,BR,62
1019652433,GBK,40
10196566,GBK,39
1019666150,BR,77
1019667534,GBK,59
1019675780,US,20
101968728,US,45
1019689919,BR,23
1019690660,BR,48
1019693331,BR,46
1019693405,BR,79
1019695103,GBK,54
1019700597,BR,41
1019701274,GBK,66
1019714358,GBK,56
1019721657,US,41
1019728330,GBK,72
1019734972,US,36
1019736572,BR,47
101974863,GBK,70
1019756278,US,43
1019759522,US,38
1019760396,BR,34
1019768490,BR,79
1019768814,GBK,26
1019770517,US,66
1019773582,US,27
1019788059,GBK,52
1019795754,BR,52
101980141,GBK,64
1019818505,GBK,66
1019821259,US,51
1019822951,BR,69
1019835891,US,29
1019836051,BR,73
1019837393,US,51
101985258,GBK,74
1019862001,BR,62
1019871932,BR,45
1019872467,GBK,76
1019877481,US,42
1019879992,BR,20
1019881007,BR,79
1019888534,BR,56
1019891842,GBK,39
1019905278,GBK,42
1019910135,US,38
1019923936,US,43
1019929328,GBK,48
1019954510,BR,38
1019959738,BR,45
1019961266,US,65
1019966318,GBK,75
1019973506,BR,45
1019978455,BR,59
1019979774,BR,27
1019986113,US,51
1019999021,BR,65
1020002976,GBK,35
1020011037,BR,47
1020027760,GBK,52
1020030703,BR,53
1020035399,US,69
1020053719,BR,52
1020060808,BR,42
1020063206,BR,79
1020065546,BR,40
1020083680,GBK,21
102008749,US,57
1020088111,US,49
1020089342,GBK,69
1020091432,US,67
102009362,BR,42
1020103339,GBK,70
1020125255,GBK,73
1020129842,BR,71
1020132430,BR,20
1020146237,GBK,32
10201491,GBK,39
1020158570,US,54
1020164959,GBK,19
1020172151,BR,45
1020195301,BR,24
1020220283,BR,23
1020229816,BR,64
102023372,GBK,52
1020239373,BR,34
1020239946,GBK,34
1020241944,US,68
1020244231,US,36
1020248692,US,60
102025421,US,52
1020255217,BR,62
1020255788,GBK,41
1020258677,BR,36
1020263455,BR,40
1020276001,GBK,31
1020281757,BR,43
1020285465,US,41
1020286603,GBK,67
1020288031,BR,33
1020302057,GBK,61
1020302464,US,25
1020303831,US,60
1020307467,GBK,69
1020324581,GBK,74
1020325526,BR,43
1020328920,GBK,61
1020331612,GBK,17
1020337741,US,54
1020341298,US,72
1020347268,BR,69
1020351613,GBK,51
1020356513,BR,29
1020357088,US,25
1020359266,BR,52
1020359451,GBK,44
1020359636,US,22
1020360328,BR,71
102036154,BR,37
1020374231,GBK,35
1020379517,GBK,31
1020388736,US,63
1020393491,US,31
1020393860,GBK,79
1020396726,GBK,43
1020405488,US,63
1020421511,US,32
1020433947,US,34
1020446396,GBK,65
1020453875,GBK,30
1020465066,GBK,78
1020487803,GBK,42
1020501833,US,52
1020507670,BR,35
1020509543,US,67
1020513009,BR,27
1020520678,GBK,42
1020521649,US,56
1020525028,GBK,55
1020530914,GBK,28
1020530931,GBK,23
1020537019,BR,31
1020537879,GBK,46
1020543369,US,77
1020555066,GBK,54
1020555695,BR,60
1020564977,GBK,70
1020566495,US,67
1020566690,US,41
10205736,GBK,17
102057914,US,77
1020579966,GBK,77
1020580227,GBK,43
1020586343,US,40
1020593363,BR,79
1020599426,BR,27
1020603916,US,55
1020609640,BR,28
1020611990,BR,61
1020616269,GBK,31
1020617370,GBK,59
1020624044,US,53
1020627284,GBK,55
1020628996,BR,56
1020640352,US,25
1020642922,GBK,67
102064339,US,37
10206527,US,40
1020653179,BR,37
1020664017,GBK,56
1020665989,US,28
1020673375,US,20
1020673767,US,18
1020674060,GBK,67
1020677842,US,75
1020691020,BR,61
1020693166,US,44
1020694104,GBK,21
1020704364,BR,41
102070591,US,69
1020706655,US,56
1020713708,US,60
1020718107,BR,33
1020718177,GBK,20
102072039,US,71
1020721729,GBK,53
1020744291,US,43
1020745205,US,33
1020745465,BR,46
1020747660,BR,68
1020749444,GBK,72
1020757917,BR,58
1020765469,BR,77
1020778618,GBK,78
1020796755,BR,76
1020823456,US,68
1020825218,GBK,22
1020826609,GBK,33
1020850057,BR,23
1020850482,US,32
1020851909,BR,26
1020867278,BR,67
1020868422,GBK,60
1020877136,GBK,69
1020881883,GBK,37
1020898549,BR,76
1020899030,US,41
1020899760,GBK,59
1020906558,GBK,52
1020909497,US,40
1020917076,BR,24
1020919667,BR,32
1020921104,US,40
1020923940,BR,47
1020928451,US,55
102092891,BR,31
1020944838,GBK,58
1020946076,US,58
1020951290,US,28
1020957507,US,55
1020957763,US,18
1020969627,BR,79
102097165,GBK,38
1020972182,GBK,64
1020972490,US,33
1020973145,GBK,67
1020980810,US,35
1020994283,BR,44
1020994659,US,64
1020998676,US,20
10210001,US,26
1021000826,GBK,48
1021018819,US,37
1021025186,GBK,56
1021025528,GBK,68
1021036120,US,28
1021042715,GBK,57
1021062253,GBK,66
1021063280,GBK,58
1021067368,BR,29
1021070285,US,20
1021071422,GBK,57
1021078725,BR,55
1021098415,GBK,49
1021103868,US,60
1021105368,US,73
1021110281,US,69
1021119939,GBK,20
1021133078,GBK,73
1021135750,BR,65
1021144570,BR,49
1021151231,BR,56
1021162464,BR,37
1021166696,BR,62
1021169510,GBK,78
1021188582,GBK,64
1021188689,US,59
1021195612,US,44
1021196058,US,62
1021200178,BR,25
10212042,GBK,78
1021205843,BR,51
1021233626,BR,34
1021236216,BR,23
1021237183,US,71
1021241055,GBK,67
1021242831,BR,55
1021245163,BR,40
1021260036,BR,41
102126342,US,45
1021264368,GBK,45
1021264555,GBK,33
1021266823,BR,33
1021283887,GBK,79
1021298042,BR,60
1021309408,US,26
1021322369,GBK,46
1021334183,US,46
1021341417,GBK,74
1021348106,GBK,49
1021348227,US,37
1021349178,BR,77
1021350302,BR,74
1021354885,US,29
1021363102,GBK,41
1021375350,US,65
1021380645,US,32
1021385877,GBK,67
1021388557,GBK,22
1021390452,BR,66
1021393426,US,76
1021401211,GBK,21
102140926,BR,63
1021413936,GBK,60
1021414921,US,23
1021426548,US,26
1021426935,US,58
1021427001,BR,65
1021441525,US,54
1021453299,US,26
1021455177,GBK,57
1021470865,US,62
1021478879,BR,19
1021482460,GBK,47
1021487405,US,40
1021500091,US,64
1021501745,BR,48
1021503617,US,67
1021504282,US,44
1021506060,GBK,41
102151371,US,60
1021517539,US,41
1021531239,BR,30
1021544927,BR,74
1021545378,GBK,49
1021554757,GBK,53
1021555390,GBK,72
1021576313,BR,70
1021577417,US,21
1021579719,US,35
1021584413,BR,45
1021587651,BR,60
102160419,US,28
1021606428,BR,19
1021610384,US,63
1021611009,GBK,35
1021612455,US,69
1021614644,BR,70
1021615407,GBK,48
1021615722,GBK,37
1021617887,US,29
1021633932,GBK,20
1021640645,US,74
1021654196,GBK,40
1021662528,GBK,70
1021674539,US,58
1021680816,US,50
1021684923,BR,63
102169109,BR,23
1021698380,GBK,75
1021700523,US,35
1021708337,GBK,77
1021717834,BR,17
1021724088,US,67
1021728085,US,42
1021728385,GBK,18
1021731984,GBK,27
102173634,BR,37
1021737916,BR,61
1021747056,BR,37
102175288,GBK,77
1021755199,GBK,31
10217623,BR,52
1021763144,BR,58
1021772512,GBK,44
1021776941,US,51
1021779971,GBK,73
1021794528,US,28
1021794652,GBK,34
1021808353,GBK,26
1021808822,BR,37
102182222,US,29
1021823017,GBK,22
1021835499,US,73
1021843086,GBK,60
1021859713,US,51
1021865609,GBK,73
1021867132,US,26
1021868833,US,50
1021869200,BR,44
1021872313,US,71
1021873078,US,56
10218804,BR,63
1021881749,BR,53
1021893064,GBK,63
1021894248,GBK,35
1021895582,US,38
1021901908,BR,24
1021916617,BR,55
1021924121,BR,40
1021928266,GBK,50
102192889,US,44
102192933,GBK,76
1021941140,US,21
1021943671,US,79
1021949490,GBK,26
1021965848,US,62
1021967837,GBK,53
1021975950,US,65
1021979365,GBK,22
1021995554,BR,67
1022008186,GBK,26
1022016221,US,34
1022027702,US,51
1022038365,US,71
1022038651,BR,57
102204035,US,31
1022046093,GBK,17
1022048961,US,38
1022051478,BR,44
1022053101,BR,75
1022063904,US,19
1022070061,US,48
1022073901,BR,37
1022078809,BR,54
1022084657,BR,23
1022085567,BR,26
1022094205,BR,42
1022100836,GBK,73
1022104029,GBK,57
1022117704,US,25
1022120883,GBK,45
1022130701,GBK,44
1022140742,GBK,62
1022149730,US,50
1022150789,US,19
1022159330,GBK,51
1022166018,US,63
1022180178,US,53
1022182657,GBK,29
1022185493,US,37
1022190736,GBK,66
1022195005,US,62
1022198269,GBK,57
1022201009,US,69
102220300,GBK,50
1022204399,GBK,61
1022204726,US,17
1022208317,BR,37
1022209758,GBK,36
1022212406,GBK,51
1022217416,GBK,73
1022223243,GBK,20
102222623,US,54
1022228450,GBK,79
102223127,GBK,25
1022237933,GBK,35
1022248389,BR,35
1022254171,GBK,65
1022254417,GBK,55
1022286823,US,55
1022288835,BR,27
1022292462,US,44
102229560,BR,59
1022308784,GBK,34
1022309270,BR,36
1022309875,GBK,30
1022313066,BR,69
1022320658,US,62
1022332489,GBK,67
102233361,US,28
1022334253,US,58
102233477,BR,66
1022336144,GBK,58
1022338653,BR,46
1022339727,GBK,68
1022344911,US,74
1022355944,US,30
1022357619,US,39
1022359623,BR,55
1022360584,US,53
1022364416,BR,39
1022380818,BR,58
1022390796,US,18
1022391184,US,47
1022404009,GBK,64
1022417491,GBK,40
1022422714,BR,33
1022423975,US,63
1022431881,US,50
1022432706,US,37
1022432708,US,69
1022439200,GBK,49
1022444128,BR,77
1022446154,US,48
1022456560,GBK,36
1022457172,BR,74
1022463378,US,19
102247516,BR,20
1022477370,BR,70
102247977,US,18
1022485851,BR,71
1022501006,GBK,36
102250105,US,78
1022504075,BR,55
1022513926,BR,35
1022518377,US,36
1022520367,US,53
1022524480,US,39
1022526890,BR,56
1022528509,US,36
1022530113,GBK,48
1022534317,GBK,23
102254016,GBK,51
1022555274,BR,28
1022566013,US,35
1022573525,GBK,23
1022576045,US,70
1022577877,GBK,64
1022581133,GBK,61
102258248,GBK,46
1022584334,BR,32
1022588246,US,42
1022589171,US,28
1022591075,GBK,60
1022601832,US,28
1022607412,GBK,54
1022611011,US,57
1022611667,GBK,60
1022621304,GBK,32
1022627018,US,58
1022638116,BR,68
102264079,GBK,17
1022644923,US,50
1022651883,US,39
1022658648,US,47
1022663734,US,33
1022667235,BR,71
1022672897,US,49
1022677531,US,38
1022685839,GBK,45
1022687413,BR,70
1022689448,GBK,73
102269929,BR,35
1022700939,US,49
1022706111,BR,60
1022707358,GBK,35
1022710732,BR,48
1022722471,BR,24
1022724683,GBK,52
1022730860,BR,68
1022736080,GBK,52
1022746371,US,22
1022757465,US,47
1022759943,GBK,65
1022762778,GBK,33
102276707,GBK,35
1022776664,US,74
1022790149,GBK,49
1022797399,GBK,17
102279894,GBK,63
1022802422,US,24
1022803233,US,18
102280999,BR,17
1022812440,GBK,50
1022828798,US,35
1022845100,US,17
1022848286,BR,37
1022849490,GBK,18
1022850298,BR,55
1022853525,BR,54
1022855492,GBK,37
1022858071,US,60
1022859047,BR,39
1022864607,BR,41
1022865791,US,26
1022867692,GBK,74
1022869523,US,47
1022870125,BR,73
1022872082,US,78
1022876215,US,26
1022887912,US,74
1022893589,GBK,54
1022911277,GBK,31
1022913487,GBK,20
1022916636,US,51
1022918712,BR,56
1022934238,US,36
1022935061,US,79
1022935400,US,20
1022937964,US,73
1022940678,US,66
1022946333,US,41
1022948993,US,62
1022956666,US,34
1022963027,US,78
1022963113,BR,58
102296572,GBK,69
1022967218,GBK,61
1022970478,US,30
1022982461,GBK,63
1022983033,BR,23
1022989863,US,40
1022991842,US,54
1023015531,BR,25
1023018112,US,70
1023021941,BR,66
1023029970,GBK,39
1023034005,BR,75
1023037010,BR,53
1023061702,BR,40
102306602,GBK,72
1023072138,US,79
1023088359,BR,22
1023089432,US,55
1023090669,GBK,54
1023090679,BR,75
1023093552,US,59
1023096312,US,66
1023101076,BR,68
1023102507,BR,47
1023104951,US,38
1023111607,GBK,53
1023118920,GBK,47
1023121204,US,34
1023124747,BR,42
10231318,GBK,55
1023137071,GBK,74
1023139506,BR,31
1023142541,BR,41
1023155611,US,47
1023168563,GBK,71
102317981,BR,71
1023183204,GBK,50
1023185933,BR,69
1023189278,GBK,26
102319068,GBK,74
1023192875,BR,48
1023204622,GBK,41
1023211490,GBK,61
1023227661,GBK,31
1023230531,BR,46
1023238908,US,49
10232390,BR,17
1023252802,GBK,73
1023253835,GBK,54
1023256457,GBK,18
1023257753,BR,53
1023259615,US,39
1023263262,US,39
1023282874,BR,42
1023297061,BR,77
1023311842,GBK,65
1023317079,US,52
1023320913,GBK,72
1023325541,US,23
1023329443,BR,64
1023336156,GBK,30
1023339848,US,75
1023343641,BR,71
1023350925,US,20
1023354132,GBK,61
1023367368,US,21
1023370956,GBK,56
1023377588,US,49
1023395167,GBK,72
1023409922,US,52
1023423082,BR,53
1023426953,GBK,65
1023440162,BR,35
1023441131,BR,25
1023444312,US,23
1023461115,BR,68
1023470027,BR,51
1023476889,BR,32
1023479577,GBK,60
1023484737,BR,47
1023487866,US,71
1023506133,GBK,63
1023506359,US,33
1023507854,BR,19
102351278,GBK,62
1023513234,US,40
1023517954,BR,73
1023545472,BR,23
102354773,US,29
1023551169,GBK,25
1023562236,US,46
1023565812,US,21
1023570729,BR,41
1023577489,GBK,76
1023577789,BR,75
102358616,BR,68
1023588914,GBK,43
1023591298,GBK,41
1023598050,BR,31
1023603369,GBK,24
1023605544,BR,37
1023613654,BR,39
1023615948,US,65
1023618852,BR,21
102361894,US,61
1023620513,GBK,65
1023622269,GBK,41
1023626548,GBK,31
1023633526,BR,70
102363843,US,69
1023638946,BR,78
1023639787,BR,37
1023642397,GBK,45
102364890,GBK,41
102364927,GBK,41
1023658681,BR,70
1023665038,BR,26
102367219,BR,66
1023676596,US,79
1023677619,US,77
1023678642,BR,76
1023678946,GBK,45
1023702288,US,68
1023710182,GBK,43
1023719647,BR,62
1023720141,US,29
1023730402,BR,17
1023737526,BR,69
1023739139,BR,73
1023739428,BR,70
102373986,GBK,42
1023740969,US,59
1023743280,US,68
102374446,BR,32
1023748262,GBK,60
1023748305,BR,22
102375009,GBK,64
102375123,GBK,47
1023751719,US,79
1023754793,US,18
1023757999,US,17
1023758111,US,41
1023761117,BR,59
1023764114,GBK,73
1023770351,BR,68
1023780349,GBK,71
102378306,BR,56
1023784308,BR,73
1023785458,US,54
1023788139,US,70
1023794481,US,64
1023796051,BR,35
102379760,GBK,62
1023799192,GBK,66
102380288,BR,65
1023807897,GBK,25
1023812217,BR,42
1023814338,BR,42
1023817113,US,74
1023824574,GBK,79
1023824676,US,23
1023832726,GBK,20
102384029,US,73
1023854765,US,45
1023873527,US,65
1023877536,BR,23
1023881069,GBK,71
1023893542,BR,62
1023897532,BR,70
1023899010,US,25
1023911064,BR,39
1023914483,BR,42
102391852,BR,40
1023920353,BR,45
1023930243,BR,72
1023935838,GBK,67
1023944691,GBK,30
1023946068,GBK,35
1023949300,US,31
1023955132,GBK,59
1023961465,GBK,69
1023962470,US,79
1023969498,BR,57
1023973888,US,22
1023984566,GBK,76
1023987730,US,73
1023992013,US,50
1023995029,US,73
1024002077,US,49
1024010705,US,63
1024013,BR,75
1024017940,GBK,33
1024018188,GBK,30
1024028902,BR,71
1024033763,GBK,36
1024053474,US,24
1024054116,US,75
102405609,US,67
1024056765,US,68
1024059270,GBK,41
1024067407,US,79
1024080208,US,36
1024096554,US,39
1024099939,BR,42
1024103706,BR,34
1024107843,US,41
1024116205,BR,41
1024117571,GBK,40
1024117688,BR,26
1024129272,BR,63
1024130701,BR,19
1024140961,US,18
1024146178,BR,65
102414959,BR,63
1024153385,BR,67
1024162368,GBK,28
1024171667,US,31
102418742,BR,53
1024192369,BR,67
1024205511,GBK,22
1024206640,GBK,42
1024208,US,67
1024233893,US,41
1024240211,GBK,76
1024241943,GBK,24
1024246847,GBK,66
1024249482,GBK,75
1024251879,US,63
1024255915,GBK,44
1024260257,GBK,68
1024262699,US,26
1024270438,GBK,72
1024281827,BR,59
1024286668,GBK,68
1024301544,GBK,22
1024306687,BR,24
1024321283,BR,78
1024325078,BR,37
1024325647,BR,63
1024337234,BR,39
1024350504,GBK,65
1024364486,GBK,43
102436943,US,65
1024372156,GBK,21
1024372416,US,55
1024379968,GBK,18
1024392019,BR,32
1024420146,GBK,69
1024433405,BR,20
1024440098,BR,76
1024447453,BR,49
1024465392,US,33
1024472916,GBK,58
1024479019,BR,17
1024479214,US,41
1024491677,US,74
1024494574,US,19
1024495440,GBK,54
1024499716,GBK,46
1024501401,GBK,76
1024509505,BR,26
1024510363,GBK,76
1024511855,US,68
1024512857,GBK,64
1024519511,BR,56
1024522022,US,27
1024530745,BR,67
1024538068,BR,53
1024551441,US,62
1024553118,BR,46
1024561659,BR,75
1024562430,GBK,22
1024567422,GBK,74
1024570207,US,55
1024571180,US,34
1024582936,US,17
1024585185,BR,25
1024592029,GBK,48
1024598396,GBK,47
1024599748,US,62
1024599812,GBK,46
1024604181,GBK,35
1024610804,GBK,48
102462679,BR,42
1024644844,GBK,43
1024644932,BR,32
102465096,BR,48
1024654048,US,69
1024655039,GBK,61
1024657901,BR,29
1024670145,US,52
1024678599,US,33
1024684548,US,74
1024686387,BR,56
1024706216,GBK,53
102471272,BR,35
1024713268,BR,58
1024714942,US,61
102472073,BR,26
1024729753,GBK,48
1024729798,BR,53
1024731322,US,49
10247437,BR,34
1024760792,GBK,49
1024763360,BR,71
1024768671,BR,33
1024777274,GBK,18
1024777291,BR,74
1024777592,GBK,20
1024799582,BR,21
1024810360,BR,46
1024827215,GBK,39
1024834063,BR,66
1024851507,GBK,41
1024855703,BR,57
1024858646,BR,30
1024863709,GBK,30
1024874385,BR,71
1024878295,GBK,19
102488740,BR,30
1024890455,US,52
1024891703,BR,19
1024896828,GBK,45
1024916120,GBK,66
1024917213,BR,18
102491926,US,77
1024934988,US,72
102493554,GBK,26
1024936024,GBK,50
1024938609,GBK,27
1024952744,BR,72
1024959805,BR,19
1024962320,BR,18
1024963193,GBK,43
1024963922,BR,22
1024964661,US,47
1024979956,US,22
1024989802,BR,17
1024990638,GBK,52
1025001684,GBK,20
1025004445,GBK,39
102502230,GBK,77
1025023192,US,65
1025031863,US,61
1025037334,US,70
1025042509,BR,64
1025042679,GBK,43
1025056047,BR,32
1025057240,US,70
1025064587,US,57
1025070202,GBK,65
1025070954,GBK,75
1025077213,BR,74
1025079651,GBK,17
1025093482,US,54
1025093535,GBK,50
1025095587,BR,39
1025100843,US,50
1025108403,US,58
1025115732,BR,23
102511854,US,52
1025119182,US,29
1025122385,GBK,36
1025123590,US,72
102512393,GBK,46
1025125197,BR,23
1025133983,GBK,29
1025143327,GBK,45
1025143435,GBK,72
1025146861,BR,66
1025158427,BR,24
1025158996,US,38
1025173556,BR,74
1025189398,GBK,39
1025194287,GBK,48
1025196149,US,71
1025204902,BR,69
1025205399,GBK,67
1025207831,BR,76
1025208733,US,58
1025208802,US,51
1025214288,BR,36
1025214322,GBK,33
1025230757,GBK,26
102523131,GBK,66
1025236556,GBK,58
1025252636,BR,65
1025255130,BR,71
1025255987,BR,48
1025257013,GBK,65
1025263639,GBK,49
1025264242,US,18
102526899,GBK,24
1025270510,US,30
1025287273,US,68
1025287830,BR,72
1025288095,US,23
1025290784,US,48
102529987,GBK,21
1025302744,BR,79
1025316203,BR,69
1025326368,US,26
1025328553,US,52
1025339498,US,70
1025343406,BR,67
1025353346,BR,69
1025360411,US,21
1025370920,GBK,74
1025372290,US,72
1025372555,BR,63
1025375118,GBK,17
1025388776,US,67
1025393929,US,58
102540608,GBK,64
1025413005,BR,32
1025432191,US,64
1025433393,BR,75
1025434294,US,50
1025445231,BR,50
1025449476,GBK,17
1025450545,GBK,36
1025453958,BR,48
1025458780,US,43
1025478875,GBK,76
102548007,US,61
102548365,US,65
1025484741,GBK,48
1025488598,BR,76
1025494395,GBK,61
1025496187,GBK,43
1025496430,BR,35
1025502083,US,77
1025550096,BR,77
1025550393,GBK,65
1025554776,GBK,47
1025568649,GBK,32
1025570211,US,32
1025574190,US,24
1025576318,US,55
1025580006,US,52
1025580163,BR,65
1025596536,GBK,25
1025604714,GBK,28
102562125,US,43
1025621421,GBK,55
1025636614,GBK,35
1025645783,US,63
1025646225,US,49
102564858,BR,21
1025654402,GBK,29
1025658636,US,48
1025659236,US,28
1025679259,US,41
1025684955,GBK,23
1025686372,GBK,24
1025690768,US,61
1025692791,US,35
1025693749,US,36
1025701043,US,28
1025704145,BR,73
102571324,BR,40
102571936,GBK,79
1025724502,BR,55
1025731988,US,49
1025733989,US,55
1025734663,US,70
1025740095,US,67
1025743362,US,49
1025743596,BR,17
1025748188,BR,72
1025750594,GBK,31
1025755611,BR,22
1025763799,BR,79
1025774728,BR,20
1025774936,US,51
1025783776,GBK,25
1025786824,US,75
1025788049,US,37
1025789480,GBK,63
1025800868,US,23
1025801831,BR,43
1025806127,US,22
10258287,GBK,22
1025833929,BR,78
1025844426,US,34
1025852212,BR,74
1025854145,US,72
1025862770,GBK,79
102587092,GBK,32
1025875618,BR,35
102587742,BR,27
1025892842,BR,71
1025895762,US,35
1025914709,BR,63
1025925567,US,65
102592982,BR,40
1025931817,US,31
1025934161,GBK,48
102593615,US,28
1025942363,GBK,71
1025943257,GBK,29
1025949107,GBK,32
1025951700,US,50
1025960193,US,31
1025971961,US,41
1026001990,GBK,59
1026002447,BR,21
1026009769,GBK,21
1026013818,BR,62
1026015849,BR,76
1026020547,US,55
1026027204,US,63
1026033626,BR,23
1026034517,GBK,77
1026034840,GBK,46
1026038129,BR,24
1026038364,US,17
1026040821,GBK,74
1026045304,US,35
1026050035,GBK,37
1026060431,GBK,67
1026071869,BR,32
1026080165,GBK,77
1026092175,GBK,41
1026093958,BR,66
1026096260,US,17
1026100001,US,49
1026100738,US,58
1026101666,BR,66
1026105027,GBK,23
1026122546,BR,36
1026138284,US,74
1026142428,BR,59
1026142748,GBK,54
102614523,BR,25
1026158172,BR,42
1026164336,US,46
1026167578,GBK,63
1026169288,US,23
1026172222,GBK,51
102617333,US,68
1026181139,GBK,17
1026182216,GBK,49
1026183893,US,55
1026183973,US,75
1026184808,BR,54
1026192421,BR,43
1026200446,GBK,64
1026200929,GBK,38
1026204931,US,32
1026209540,GBK,69
1026210085,GBK,76
1026211393,GBK,50
1026212400,GBK,22
1026215413,BR,24
1026228555,GBK,78
1026230619,BR,31
1026232087,US,28
1026234031,BR,54
102623587,GBK,24
1026241268,GBK,30
1026252368,US,52
1026259312,BR,30
102626873,GBK,53
1026270726,US,79
1026271887,GBK,41
1026274673,GBK,61
1026275631,GBK,50
102627605,US,76
1026292063,BR,30
1026294554,BR,53
1026302716,US,76
1026305220,GBK,59
1026312770,BR,47
1026316369,US,69
1026317724,GBK,72
1026323805,GBK,75
1026338131,US,61
1026338859,GBK,57
1026349019,US,47
1026361632,GBK,68
1026365262,BR,63
1026378037,BR,56
1026388130,GBK,62
1026390886,GBK,73
1026398446,US,77
1026401624,GBK,27
1026404953,GBK,41
1026413962,BR,53
1026419106,US,79
1026429101,BR,73
1026432233,GBK,69
1026435270,US,60
1026440611,BR,68
1026453697,US,19
1026472164,GBK,77
102648464,US,25
1026487093,US,22
1026488712,GBK,55
1026494774,BR,66
